#file created 17.Jun.2016
#Writing HCAL Front End Map... IOV C
#      eta      phi    depth   subdet      rbx       rm
        13       34        4       HO   HO2P06        1
        14       34        4       HO   HO2P06        1
        15       34        4       HO   HO2P06        1
         1       35        4       HO    HO007        4
         2       35        4       HO    HO007        4
         3       35        4       HO    HO007        4
         4       35        4       HO    HO007        4
         5       35        4       HO   HO1P08        2
         6       35        4       HO   HO1P08        2
         7       35        4       HO   HO1P08        2
         8       35        4       HO   HO1P08        2
         9       35        4       HO   HO1P08        2
        10       35        4       HO   HO1P08        2
        11       35        4       HO   HO2P08        2
        12       35        4       HO   HO2P08        2
        13       35        4       HO   HO2P08        2
        14       35        4       HO   HO2P08        2
        15       35        4       HO   HO2P08        2
         1       36        4       HO    HO007        4
         2       36        4       HO    HO007        4
         3       36        4       HO    HO007        4
         4       36        4       HO    HO007        4
